intersection,street_1,street_2,zipcode,longitude,latitude
S SPRINGFIELD AVE & W 105TH ST,S SPRINGFIELD AVE,W 105TH ST,60655,-87.71831,41.70226
S SPRINGFIELD AVE & W 106TH ST,S SPRINGFIELD AVE,W 106TH ST,60655,-87.71824,41.70044
S SPRINGFIELD AVE & W 107TH PL,S SPRINGFIELD AVE,W 107TH PL,60655,-87.71847,41.69767
S SPRINGFIELD AVE & W 107TH ST,S SPRINGFIELD AVE,W 107TH ST,60655,-87.71817,41.69861
S SPRINGFIELD AVE & W 108TH PL,S SPRINGFIELD AVE,W 108TH PL,60655,-87.71812,41.69589
S SPRINGFIELD AVE & W 108TH ST,S SPRINGFIELD AVE,W 108TH ST,60655,-87.71846,41.69679
S SPRINGFIELD AVE & W 109TH PL,S SPRINGFIELD AVE,W 109TH PL,60655,-87.718,41.694
S SPRINGFIELD AVE & W 109TH ST,S SPRINGFIELD AVE,W 109TH ST,60655,-87.71803,41.69489
S SPRINGFIELD AVE & W 110TH PL,S SPRINGFIELD AVE,W 110TH PL,60655,-87.71793,41.6922
S SPRINGFIELD AVE & W 110TH ST,S SPRINGFIELD AVE,W 110TH ST,60655,-87.71797,41.6931
S SPRINGFIELD AVE & W 111TH ST,S SPRINGFIELD AVE,W 111TH ST,60655,-87.7179,41.6913
S SPRINGFIELD AVE & W 13TH ST,S SPRINGFIELD AVE,W 13TH ST,60623,-87.72268,41.86438
S SPRINGFIELD AVE & W 14TH ST,S SPRINGFIELD AVE,W 14TH ST,60623,-87.72263,41.86255
S SPRINGFIELD AVE & W 15TH ST,S SPRINGFIELD AVE,W 15TH ST,60623,-87.72258,41.86072
S SPRINGFIELD AVE & W 16TH ST,S SPRINGFIELD AVE,W 16TH ST,60623,-87.72249,41.85889
S SPRINGFIELD AVE & W 18TH ST,S SPRINGFIELD AVE,W 18TH ST,60623,-87.72241,41.85707
S SPRINGFIELD AVE & W 19TH ST,S SPRINGFIELD AVE,W 19TH ST,60623,-87.72235,41.85502
S SPRINGFIELD AVE & W 24TH ST,S SPRINGFIELD AVE,W 24TH ST,60623,-87.72221,41.84795
S SPRINGFIELD AVE & W 25TH ST,S SPRINGFIELD AVE,W 25TH ST,60623,-87.72216,41.84612
S SPRINGFIELD AVE & W 26TH ST,S SPRINGFIELD AVE,W 26TH ST,60623,-87.72211,41.84428
S SPRINGFIELD AVE & W 27TH ST,S SPRINGFIELD AVE,W 27TH ST,60623,-87.72206,41.84244
S SPRINGFIELD AVE & W 28TH ST,S SPRINGFIELD AVE,W 28TH ST,60623,-87.72201,41.8406
S SPRINGFIELD AVE & W 30TH ST,S SPRINGFIELD AVE,W 30TH ST,60623,-87.72196,41.83876
S SPRINGFIELD AVE & W 31ST ST,S SPRINGFIELD AVE,W 31ST ST,60623,-87.72191,41.83692
S SPRINGFIELD AVE & W 32ND ST,S SPRINGFIELD AVE,W 32ND ST,60623,-87.72187,41.83511
S SPRINGFIELD AVE & W 33RD ST,S SPRINGFIELD AVE,W 33RD ST,60623,-87.72183,41.83332
S SPRINGFIELD AVE & W 44TH ST,S SPRINGFIELD AVE,W 44TH ST,60632,-87.72135,41.8134
S SPRINGFIELD AVE & W 45TH ST,S SPRINGFIELD AVE,W 45TH ST,60632,-87.72127,41.81158
S SPRINGFIELD AVE & W 46TH ST,S SPRINGFIELD AVE,W 46TH ST,60632,-87.7212,41.80973
S SPRINGFIELD AVE & W 47TH ST,S SPRINGFIELD AVE,W 47TH ST,60632,-87.72112,41.8079
S SPRINGFIELD AVE & W 48TH ST,S SPRINGFIELD AVE,W 48TH ST,60632,-87.72106,41.80607
S SPRINGFIELD AVE & W 49TH ST,S SPRINGFIELD AVE,W 49TH ST,60632,-87.72101,41.80424
S SPRINGFIELD AVE & W 51ST ST,S SPRINGFIELD AVE,W 51ST ST,60632,-87.72092,41.80059
S SPRINGFIELD AVE & W 52ND ST,S SPRINGFIELD AVE,W 52ND ST,60632,-87.72087,41.79875
S SPRINGFIELD AVE & W 53RD ST,S SPRINGFIELD AVE,W 53RD ST,60632,-87.72081,41.79692
S SPRINGFIELD AVE & W 54TH ST,S SPRINGFIELD AVE,W 54TH ST,60632,-87.72076,41.79509
S SPRINGFIELD AVE & W 55TH PL,S SPRINGFIELD AVE,W 55TH PL,60629,-87.72068,41.79232
S SPRINGFIELD AVE & W 55TH ST,S SPRINGFIELD AVE,W 55TH ST,60629,-87.72071,41.79324
S SPRINGFIELD AVE & W 56TH PL,S SPRINGFIELD AVE,W 56TH PL,60629,-87.72063,41.79053
S SPRINGFIELD AVE & W 56TH ST,S SPRINGFIELD AVE,W 56TH ST,60629,-87.72066,41.79144
S SPRINGFIELD AVE & W 57TH PL,S SPRINGFIELD AVE,W 57TH PL,60629,-87.72058,41.78871
S SPRINGFIELD AVE & W 57TH ST,S SPRINGFIELD AVE,W 57TH ST,60629,-87.72061,41.78962
S SPRINGFIELD AVE & W 58TH PL,S SPRINGFIELD AVE,W 58TH PL,60629,-87.72053,41.78689
S SPRINGFIELD AVE & W 58TH ST,S SPRINGFIELD AVE,W 58TH ST,60629,-87.72056,41.78779
S SPRINGFIELD AVE & W 59TH PL,S SPRINGFIELD AVE,W 59TH PL,60629,-87.72048,41.78507
S SPRINGFIELD AVE & W 59TH ST,S SPRINGFIELD AVE,W 59TH ST,60629,-87.72051,41.78598
S SPRINGFIELD AVE & W 60TH PL,S SPRINGFIELD AVE,W 60TH PL,60629,-87.72043,41.78324
S SPRINGFIELD AVE & W 60TH ST,S SPRINGFIELD AVE,W 60TH ST,60629,-87.72046,41.78415
S SPRINGFIELD AVE & W 61ST PL,S SPRINGFIELD AVE,W 61ST PL,60629,-87.72038,41.78142
S SPRINGFIELD AVE & W 61ST ST,S SPRINGFIELD AVE,W 61ST ST,60629,-87.72041,41.78233
S SPRINGFIELD AVE & W 62ND PL,S SPRINGFIELD AVE,W 62ND PL,60629,-87.72033,41.77961
S SPRINGFIELD AVE & W 62ND ST,S SPRINGFIELD AVE,W 62ND ST,60629,-87.72036,41.78051
S SPRINGFIELD AVE & W 63RD PL,S SPRINGFIELD AVE,W 63RD PL,60629,-87.72028,41.77777
S SPRINGFIELD AVE & W 63RD ST,S SPRINGFIELD AVE,W 63RD ST,60629,-87.72031,41.7787
S SPRINGFIELD AVE & W 64TH PL,S SPRINGFIELD AVE,W 64TH PL,60629,-87.72024,41.77596
S SPRINGFIELD AVE & W 64TH ST,S SPRINGFIELD AVE,W 64TH ST,60629,-87.72026,41.77686
S SPRINGFIELD AVE & W 65TH PL,S SPRINGFIELD AVE,W 65TH PL,60629,-87.72019,41.77414
S SPRINGFIELD AVE & W 65TH ST,S SPRINGFIELD AVE,W 65TH ST,60629,-87.72021,41.77505
S SPRINGFIELD AVE & W 66TH PL,S SPRINGFIELD AVE,W 66TH PL,60629,-87.72015,41.77232
S SPRINGFIELD AVE & W 66TH ST,S SPRINGFIELD AVE,W 66TH ST,60629,-87.72017,41.77323
S SPRINGFIELD AVE & W 67TH PL,S SPRINGFIELD AVE,W 67TH PL,60629,-87.7201,41.7705
S SPRINGFIELD AVE & W 68TH PL,S SPRINGFIELD AVE,W 68TH PL,60629,-87.72005,41.76868
S SPRINGFIELD AVE & W 68TH ST,S SPRINGFIELD AVE,W 68TH ST,60629,-87.72008,41.76959
S SPRINGFIELD AVE & W 69TH PL,S SPRINGFIELD AVE,W 69TH PL,60629,-87.72001,41.76686
S SPRINGFIELD AVE & W 69TH ST,S SPRINGFIELD AVE,W 69TH ST,60629,-87.72004,41.76777
S SPRINGFIELD AVE & W 70TH PL,S SPRINGFIELD AVE,W 70TH PL,60629,-87.71997,41.76504
S SPRINGFIELD AVE & W 70TH ST,S SPRINGFIELD AVE,W 70TH ST,60629,-87.71999,41.76595
S SPRINGFIELD AVE & W 71ST ST,S SPRINGFIELD AVE,W 71ST ST,60629,-87.71995,41.76413
S SPRINGFIELD AVE & W 72ND ST,S SPRINGFIELD AVE,W 72ND ST,60629,-87.71989,41.76231
S SPRINGFIELD AVE & W 75TH PL,S SPRINGFIELD AVE,W 75TH PL,60652,-87.72049,41.75641
S SPRINGFIELD AVE & W 76TH PL,S SPRINGFIELD AVE,W 76TH PL,60652,-87.72043,41.75425
S SPRINGFIELD AVE & W 76TH ST,S SPRINGFIELD AVE,W 76TH ST,60652,-87.72045,41.75497
S SPRINGFIELD AVE & W 77TH PL,S SPRINGFIELD AVE,W 77TH PL,60652,-87.72038,41.7521
S SPRINGFIELD AVE & W 77TH ST,S SPRINGFIELD AVE,W 77TH ST,60652,-87.7204,41.75282
S SPRINGFIELD AVE & W 78TH PL,S SPRINGFIELD AVE,W 78TH PL,60652,-87.72033,41.75067
S SPRINGFIELD AVE & W 78TH ST,S SPRINGFIELD AVE,W 78TH ST,60652,-87.72036,41.75138
S SPRINGFIELD AVE & W 79TH PL,S SPRINGFIELD AVE,W 79TH PL,60652,-87.71944,41.74863
S SPRINGFIELD AVE & W 79TH ST,S SPRINGFIELD AVE,W 79TH ST,60652,-87.7203,41.74959
S SPRINGFIELD AVE & W 80TH PL,S SPRINGFIELD AVE,W 80TH PL,60652,-87.71938,41.74679
S SPRINGFIELD AVE & W 80TH ST,S SPRINGFIELD AVE,W 80TH ST,60652,-87.71941,41.74771
S SPRINGFIELD AVE & W 81ST PL,S SPRINGFIELD AVE,W 81ST PL,60652,-87.71932,41.74496
S SPRINGFIELD AVE & W 81ST ST,S SPRINGFIELD AVE,W 81ST ST,60652,-87.71935,41.74588
S SPRINGFIELD AVE & W 82ND PL,S SPRINGFIELD AVE,W 82ND PL,60652,-87.71927,41.74313
S SPRINGFIELD AVE & W 82ND ST,S SPRINGFIELD AVE,W 82ND ST,60652,-87.7193,41.74405
S SPRINGFIELD AVE & W 83RD PL,S SPRINGFIELD AVE,W 83RD PL,60652,-87.71921,41.7413
S SPRINGFIELD AVE & W 83RD ST,S SPRINGFIELD AVE,W 83RD ST,60652,-87.71924,41.74222
S SPRINGFIELD AVE & W 84TH PL,S SPRINGFIELD AVE,W 84TH PL,60652,-87.71915,41.73947
S SPRINGFIELD AVE & W 84TH ST,S SPRINGFIELD AVE,W 84TH ST,60652,-87.71918,41.74039
S SPRINGFIELD AVE & W 85TH PL,S SPRINGFIELD AVE,W 85TH PL,60652,-87.71901,41.73752
S SPRINGFIELD AVE & W 85TH ST,S SPRINGFIELD AVE,W 85TH ST,60652,-87.71913,41.73856
S SPRINGFIELD AVE & W 86TH PL,S SPRINGFIELD AVE,W 86TH PL,60652,-87.71903,41.73581
S SPRINGFIELD AVE & W 87TH ST,S SPRINGFIELD AVE,W 87TH ST,60652,-87.71901,41.7349
S SPRINGFIELD AVE & W ADAMS ST,S SPRINGFIELD AVE,W ADAMS ST,60624,-87.72314,41.87801
S SPRINGFIELD AVE & W ARTHINGTON ST,S SPRINGFIELD AVE,W ARTHINGTON ST,60624,-87.72285,41.86984
S SPRINGFIELD AVE & W CERMAK RD,S SPRINGFIELD AVE,W CERMAK RD,60623,-87.72228,41.85158
S SPRINGFIELD AVE & W COLUMBUS AVE,S SPRINGFIELD AVE,W COLUMBUS AVE,60652,-87.71901,41.73752
S SPRINGFIELD AVE & W CONGRESS PKWY,S SPRINGFIELD AVE,W CONGRESS PKWY,60624,-87.72301,41.8744
S SPRINGFIELD AVE & W FILLMORE ST,S SPRINGFIELD AVE,W FILLMORE ST,60624,-87.72279,41.86802
S SPRINGFIELD AVE & W FLOURNOY ST,S SPRINGFIELD AVE,W FLOURNOY ST,60624,-87.72295,41.87257
S SPRINGFIELD AVE & W GLADYS AVE,S SPRINGFIELD AVE,W GLADYS AVE,60624,-87.72308,41.87621
S SPRINGFIELD AVE & W GRENSHAW ST,S SPRINGFIELD AVE,W GRENSHAW ST,60624,-87.72276,41.86711
S SPRINGFIELD AVE & W HARRISON ST,S SPRINGFIELD AVE,W HARRISON ST,60624,-87.72298,41.87346
S SPRINGFIELD AVE & W HAYFORD ST,S SPRINGFIELD AVE,W HAYFORD ST,60652,-87.72047,41.75569
S SPRINGFIELD AVE & W JACKSON BLVD,S SPRINGFIELD AVE,W JACKSON BLVD,60624,-87.72311,41.87712
S SPRINGFIELD AVE & W LEXINGTON ST,S SPRINGFIELD AVE,W LEXINGTON ST,60624,-87.72292,41.87166
S SPRINGFIELD AVE & W MADISON ST,S SPRINGFIELD AVE,W MADISON ST,60624,-87.72325,41.88076
S SPRINGFIELD AVE & W MARQUETTE RD,S SPRINGFIELD AVE,W MARQUETTE RD,60629,-87.72012,41.77141
S SPRINGFIELD AVE & W MONROE ST,S SPRINGFIELD AVE,W MONROE ST,60624,-87.72319,41.87979
S SPRINGFIELD AVE & W MYRICK ST,S SPRINGFIELD AVE,W MYRICK ST,60652,-87.72031,41.74995
S SPRINGFIELD AVE & W OGDEN AVE,S SPRINGFIELD AVE,W OGDEN AVE,60623,-87.72227,41.85213
S SPRINGFIELD AVE & W PIPPIN ST,S SPRINGFIELD AVE,W PIPPIN ST,60652,-87.72042,41.75354
S SPRINGFIELD AVE & W POLK ST,S SPRINGFIELD AVE,W POLK ST,60624,-87.72289,41.87075
S SPRINGFIELD AVE & W ROOSEVELT RD,S SPRINGFIELD AVE,W ROOSEVELT RD,60623,-87.72274,41.86621
S SPRINGFIELD AVE & W TAYLOR ST,S SPRINGFIELD AVE,W TAYLOR ST,60624,-87.72283,41.86896
S SPRINGFIELD AVE & W VAN BUREN ST,S SPRINGFIELD AVE,W VAN BUREN ST,60624,-87.72304,41.8753
S SPRINGFIELD AVE & W WILCOX ST,S SPRINGFIELD AVE,W WILCOX ST,60624,-87.72317,41.8789
S ST LAWRENCE AVE & E 100TH PL,S ST LAWRENCE AVE,E 100TH PL,60628,-87.60902,41.71195
S ST LAWRENCE AVE & E 100TH ST,S ST LAWRENCE AVE,E 100TH ST,60628,-87.60905,41.71286
S ST LAWRENCE AVE & E 101ST PL,S ST LAWRENCE AVE,E 101ST PL,60628,-87.60897,41.71013
S ST LAWRENCE AVE & E 101ST ST,S ST LAWRENCE AVE,E 101ST ST,60628,-87.609,41.71104
S ST LAWRENCE AVE & E 102ND PL,S ST LAWRENCE AVE,E 102ND PL,60628,-87.60892,41.7083
S ST LAWRENCE AVE & E 102ND ST,S ST LAWRENCE AVE,E 102ND ST,60628,-87.60894,41.70921
S ST LAWRENCE AVE & E 103RD ST,S ST LAWRENCE AVE,E 103RD ST,60628,-87.60889,41.70739
S ST LAWRENCE AVE & E 111TH PL,S ST LAWRENCE AVE,E 111TH PL,60628,-87.60839,41.69186
S ST LAWRENCE AVE & E 111TH ST,S ST LAWRENCE AVE,E 111TH ST,60628,-87.60841,41.69279
S ST LAWRENCE AVE & E 112TH ST,S ST LAWRENCE AVE,E 112TH ST,60628,-87.60838,41.69098
S ST LAWRENCE AVE & E 113TH ST,S ST LAWRENCE AVE,E 113TH ST,60628,-87.60834,41.68917
S ST LAWRENCE AVE & E 114TH ST,S ST LAWRENCE AVE,E 114TH ST,60628,-87.6083,41.68736
S ST LAWRENCE AVE & E 115TH ST,S ST LAWRENCE AVE,E 115TH ST,60628,-87.60827,41.68547
S ST LAWRENCE AVE & E 130TH ST,S ST LAWRENCE AVE,E 130TH ST,60628,-87.60754,41.65914
S ST LAWRENCE AVE & E 131ST ST,S ST LAWRENCE AVE,E 131ST ST,60827,-87.60756,41.65732
S ST LAWRENCE AVE & E 132ND ST,S ST LAWRENCE AVE,E 132ND ST,60827,-87.60756,41.65545
S ST LAWRENCE AVE & E 133RD ST,S ST LAWRENCE AVE,E 133RD ST,60827,-87.60758,41.65361
S ST LAWRENCE AVE & E 134TH PL,S ST LAWRENCE AVE,E 134TH PL,60827,-87.60754,41.65093
S ST LAWRENCE AVE & E 134TH ST,S ST LAWRENCE AVE,E 134TH ST,60827,-87.60757,41.65186
S ST LAWRENCE AVE & E 41ST ST,S ST LAWRENCE AVE,E 41ST ST,60653,-87.6118,41.82031
S ST LAWRENCE AVE & E 42ND PL,S ST LAWRENCE AVE,E 42ND PL,60653,-87.61167,41.81762
S ST LAWRENCE AVE & E 42ND ST,S ST LAWRENCE AVE,E 42ND ST,60653,-87.61173,41.81852
S ST LAWRENCE AVE & E 43RD ST,S ST LAWRENCE AVE,E 43RD ST,60653,-87.61164,41.81673
S ST LAWRENCE AVE & E 44TH PL,S ST LAWRENCE AVE,E 44TH PL,60653,-87.61157,41.81401
S ST LAWRENCE AVE & E 44TH ST,S ST LAWRENCE AVE,E 44TH ST,60653,-87.61159,41.81491
S ST LAWRENCE AVE & E 45TH ST,S ST LAWRENCE AVE,E 45TH ST,60653,-87.61154,41.8131
S ST LAWRENCE AVE & E 46TH PL,S ST LAWRENCE AVE,E 46TH PL,60653,-87.61148,41.81037
S ST LAWRENCE AVE & E 46TH ST,S ST LAWRENCE AVE,E 46TH ST,60653,-87.6115,41.81128
S ST LAWRENCE AVE & E 47TH ST,S ST LAWRENCE AVE,E 47TH ST,60615,-87.61145,41.80946
S ST LAWRENCE AVE & E 48TH ST,S ST LAWRENCE AVE,E 48TH ST,60615,-87.61141,41.80764
S ST LAWRENCE AVE & E 49TH ST,S ST LAWRENCE AVE,E 49TH ST,60615,-87.61137,41.80582
S ST LAWRENCE AVE & E 50TH PL,S ST LAWRENCE AVE,E 50TH PL,60615,-87.61131,41.80309
S ST LAWRENCE AVE & E 50TH ST,S ST LAWRENCE AVE,E 50TH ST,60615,-87.61133,41.804
S ST LAWRENCE AVE & E 51ST ST,S ST LAWRENCE AVE,E 51ST ST,60615,-87.61129,41.80217
S ST LAWRENCE AVE & E 60TH ST,S ST LAWRENCE AVE,E 60TH ST,60637,-87.61092,41.78579
S ST LAWRENCE AVE & E 61ST ST,S ST LAWRENCE AVE,E 61ST ST,60637,-87.61088,41.78397
S ST LAWRENCE AVE & E 62ND ST,S ST LAWRENCE AVE,E 62ND ST,60637,-87.61084,41.78215
S ST LAWRENCE AVE & E 63RD ST,S ST LAWRENCE AVE,E 63RD ST,60637,-87.6108,41.78032
S ST LAWRENCE AVE & E 64TH ST,S ST LAWRENCE AVE,E 64TH ST,60637,-87.61076,41.77851
S ST LAWRENCE AVE & E 65TH ST,S ST LAWRENCE AVE,E 65TH ST,60637,-87.61072,41.77669
S ST LAWRENCE AVE & E 67TH ST,S ST LAWRENCE AVE,E 67TH ST,60637,-87.61063,41.77306
S ST LAWRENCE AVE & E 68TH ST,S ST LAWRENCE AVE,E 68TH ST,60637,-87.61056,41.77124
S ST LAWRENCE AVE & E 69TH ST,S ST LAWRENCE AVE,E 69TH ST,60637,-87.61052,41.76941
S ST LAWRENCE AVE & E 70TH PL,S ST LAWRENCE AVE,E 70TH PL,60637,-87.61045,41.76668
S ST LAWRENCE AVE & E 71ST ST,S ST LAWRENCE AVE,E 71ST ST,60619,-87.61043,41.76579
S ST LAWRENCE AVE & E 72ND ST,S ST LAWRENCE AVE,E 72ND ST,60619,-87.61039,41.76397
S ST LAWRENCE AVE & E 73RD ST,S ST LAWRENCE AVE,E 73RD ST,60619,-87.61034,41.76215
S ST LAWRENCE AVE & E 74TH ST,S ST LAWRENCE AVE,E 74TH ST,60619,-87.6103,41.76032
S ST LAWRENCE AVE & E 75TH ST,S ST LAWRENCE AVE,E 75TH ST,60619,-87.61026,41.75849
S ST LAWRENCE AVE & E 76TH ST,S ST LAWRENCE AVE,E 76TH ST,60619,-87.61021,41.75667
S ST LAWRENCE AVE & E 77TH ST,S ST LAWRENCE AVE,E 77TH ST,60619,-87.61017,41.75485
S ST LAWRENCE AVE & E 78TH ST,S ST LAWRENCE AVE,E 78TH ST,60619,-87.61013,41.75302
S ST LAWRENCE AVE & E 79TH ST,S ST LAWRENCE AVE,E 79TH ST,60619,-87.61008,41.7512
S ST LAWRENCE AVE & E 80TH ST,S ST LAWRENCE AVE,E 80TH ST,60619,-87.61003,41.74937
S ST LAWRENCE AVE & E 81ST ST,S ST LAWRENCE AVE,E 81ST ST,60619,-87.60998,41.74754
S ST LAWRENCE AVE & E 82ND ST,S ST LAWRENCE AVE,E 82ND ST,60619,-87.60993,41.74572
S ST LAWRENCE AVE & E 83RD PL,S ST LAWRENCE AVE,E 83RD PL,60619,-87.60985,41.74294
S ST LAWRENCE AVE & E 83RD ST,S ST LAWRENCE AVE,E 83RD ST,60619,-87.60988,41.74389
S ST LAWRENCE AVE & E 84TH ST,S ST LAWRENCE AVE,E 84TH ST,60619,-87.60982,41.74204
S ST LAWRENCE AVE & E 85TH ST,S ST LAWRENCE AVE,E 85TH ST,60619,-87.60977,41.74024
S ST LAWRENCE AVE & E 86TH PL,S ST LAWRENCE AVE,E 86TH PL,60619,-87.6097,41.73749
S ST LAWRENCE AVE & E 86TH ST,S ST LAWRENCE AVE,E 86TH ST,60619,-87.60972,41.7384
S ST LAWRENCE AVE & E 87TH PL,S ST LAWRENCE AVE,E 87TH PL,60619,-87.60965,41.73566
S ST LAWRENCE AVE & E 87TH ST,S ST LAWRENCE AVE,E 87TH ST,60619,-87.60967,41.73658
S ST LAWRENCE AVE & E 88TH PL,S ST LAWRENCE AVE,E 88TH PL,60619,-87.6096,41.73384
S ST LAWRENCE AVE & E 88TH ST,S ST LAWRENCE AVE,E 88TH ST,60619,-87.60963,41.73475
S ST LAWRENCE AVE & E 89TH PL,S ST LAWRENCE AVE,E 89TH PL,60619,-87.60956,41.73201
S ST LAWRENCE AVE & E 89TH ST,S ST LAWRENCE AVE,E 89TH ST,60619,-87.60958,41.73293
S ST LAWRENCE AVE & E 90TH PL,S ST LAWRENCE AVE,E 90TH PL,60619,-87.60951,41.73019
S ST LAWRENCE AVE & E 90TH ST,S ST LAWRENCE AVE,E 90TH ST,60619,-87.60954,41.7311
S ST LAWRENCE AVE & E 91ST PL,S ST LAWRENCE AVE,E 91ST PL,60619,-87.60947,41.72836
S ST LAWRENCE AVE & E 91ST ST,S ST LAWRENCE AVE,E 91ST ST,60619,-87.60949,41.72928
S ST LAWRENCE AVE & E 92ND PL,S ST LAWRENCE AVE,E 92ND PL,60619,-87.60942,41.72654
S ST LAWRENCE AVE & E 92ND ST,S ST LAWRENCE AVE,E 92ND ST,60619,-87.60945,41.72745
S ST LAWRENCE AVE & E 93RD ST,S ST LAWRENCE AVE,E 93RD ST,60619,-87.60919,41.72584
S ST LAWRENCE AVE & E 94TH ST,S ST LAWRENCE AVE,E 94TH ST,60619,-87.60935,41.7238
S ST LAWRENCE AVE & E 95TH ST,S ST LAWRENCE AVE,E 95TH ST,60619,-87.60931,41.72197
S ST LAWRENCE AVE & E BOWEN AVE,S ST LAWRENCE AVE,E BOWEN AVE,60653,-87.61179,41.81941
S ST LAWRENCE AVE & E MARQUETTE RD,S ST LAWRENCE AVE,E MARQUETTE RD,60637,-87.61068,41.77487
S ST LAWRENCE DR & E BEST DR,S ST LAWRENCE DR,E BEST DR,60637,-87.61069,41.78662
S ST LOUIS AVE & W 103RD ST,S ST LOUIS AVE,W 103RD ST,60655,-87.70873,41.70609
S ST LOUIS AVE & W 105TH PL,S ST LOUIS AVE,W 105TH PL,60655,-87.70853,41.70152
S ST LOUIS AVE & W 105TH ST,S ST LOUIS AVE,W 105TH ST,60655,-87.70857,41.70244
S ST LOUIS AVE & W 107TH ST,S ST LOUIS AVE,W 107TH ST,60655,-87.70843,41.69876
S ST LOUIS AVE & W 108TH ST,S ST LOUIS AVE,W 108TH ST,60655,-87.70838,41.69693
S ST LOUIS AVE & W 109TH ST,S ST LOUIS AVE,W 109TH ST,60655,-87.70831,41.6951
S ST LOUIS AVE & W 110TH ST,S ST LOUIS AVE,W 110TH ST,60655,-87.70824,41.69328
S ST LOUIS AVE & W 111TH ST,S ST LOUIS AVE,W 111TH ST,60655,-87.70816,41.69144
S ST LOUIS AVE & W 112TH PL,S ST LOUIS AVE,W 112TH PL,60655,-87.70805,41.68868
S ST LOUIS AVE & W 113TH ST,S ST LOUIS AVE,W 113TH ST,60655,-87.70803,41.68774
S ST LOUIS AVE & W 114TH ST,S ST LOUIS AVE,W 114TH ST,60655,-87.70798,41.68648
S ST LOUIS AVE & W 115TH PL,S ST LOUIS AVE,W 115TH PL,60655,-87.70782,41.68324
S ST LOUIS AVE & W 115TH ST,S ST LOUIS AVE,W 115TH ST,60655,-87.70786,41.68415
S ST LOUIS AVE & W 116TH PL,S ST LOUIS AVE,W 116TH PL,60655,-87.70775,41.68141
S ST LOUIS AVE & W 116TH ST,S ST LOUIS AVE,W 116TH ST,60655,-87.70778,41.68233
S ST LOUIS AVE & W 12TH PL,S ST LOUIS AVE,W 12TH PL,60623,-87.71295,41.86517
S ST LOUIS AVE & W 13TH PL,S ST LOUIS AVE,W 13TH PL,60623,-87.71292,41.86411
S ST LOUIS AVE & W 15TH ST,S ST LOUIS AVE,W 15TH ST,60623,-87.71282,41.86083
S ST LOUIS AVE & W 16TH ST,S ST LOUIS AVE,W 16TH ST,60623,-87.71277,41.859
S ST LOUIS AVE & W 18TH ST,S ST LOUIS AVE,W 18TH ST,60623,-87.71272,41.85717
S ST LOUIS AVE & W 21ST ST,S ST LOUIS AVE,W 21ST ST,60623,-87.71239,41.85355
S ST LOUIS AVE & W 23RD ST,S ST LOUIS AVE,W 23RD ST,60623,-87.71251,41.84986
S ST LOUIS AVE & W 24TH ST,S ST LOUIS AVE,W 24TH ST,60623,-87.71245,41.84805
S ST LOUIS AVE & W 25TH ST,S ST LOUIS AVE,W 25TH ST,60623,-87.7124,41.84624
S ST LOUIS AVE & W 26TH ST,S ST LOUIS AVE,W 26TH ST,60623,-87.71235,41.84441
S ST LOUIS AVE & W 27TH ST,S ST LOUIS AVE,W 27TH ST,60623,-87.7123,41.84259
S ST LOUIS AVE & W 28TH ST,S ST LOUIS AVE,W 28TH ST,60623,-87.71225,41.84076
S ST LOUIS AVE & W 30TH ST,S ST LOUIS AVE,W 30TH ST,60623,-87.7122,41.83893
S ST LOUIS AVE & W 31ST ST,S ST LOUIS AVE,W 31ST ST,60623,-87.71212,41.8371
S ST LOUIS AVE & W 38TH PL,S ST LOUIS AVE,W 38TH PL,60632,-87.71178,41.82339
S ST LOUIS AVE & W 38TH ST,S ST LOUIS AVE,W 38TH ST,60632,-87.7118,41.82429
S ST LOUIS AVE & W 43RD ST,S ST LOUIS AVE,W 43RD ST,60632,-87.71142,41.81535
S ST LOUIS AVE & W 44TH ST,S ST LOUIS AVE,W 44TH ST,60632,-87.71135,41.81352
S ST LOUIS AVE & W 45TH ST,S ST LOUIS AVE,W 45TH ST,60632,-87.71128,41.8117
S ST LOUIS AVE & W 47TH PL,S ST LOUIS AVE,W 47TH PL,60632,-87.71128,41.80673
S ST LOUIS AVE & W 47TH ST,S ST LOUIS AVE,W 47TH ST,60632,-87.71132,41.80803
S ST LOUIS AVE & W 48TH PL,S ST LOUIS AVE,W 48TH PL,60632,-87.71125,41.80561
S ST LOUIS AVE & W 51ST ST,S ST LOUIS AVE,W 51ST ST,60632,-87.71113,41.80072
S ST LOUIS AVE & W 52ND ST,S ST LOUIS AVE,W 52ND ST,60632,-87.71106,41.79889
S ST LOUIS AVE & W 53RD PL,S ST LOUIS AVE,W 53RD PL,60632,-87.71098,41.79615
S ST LOUIS AVE & W 53RD ST,S ST LOUIS AVE,W 53RD ST,60632,-87.71101,41.79706
S ST LOUIS AVE & W 54TH PL,S ST LOUIS AVE,W 54TH PL,60632,-87.71092,41.79432
S ST LOUIS AVE & W 54TH ST,S ST LOUIS AVE,W 54TH ST,60632,-87.71095,41.79523
S ST LOUIS AVE & W 55TH ST,S ST LOUIS AVE,W 55TH ST,60632,-87.7109,41.7934
S ST LOUIS AVE & W 56TH ST,S ST LOUIS AVE,W 56TH ST,60629,-87.71086,41.79159
S ST LOUIS AVE & W 57TH PL,S ST LOUIS AVE,W 57TH PL,60629,-87.71078,41.78886
